epoch,stage,train_loss,val_loss,train_age_mae,val_age_mae,train_gender_acc,val_gender_acc,lr,timestamp
7,train,1.635423183441162,1.363608956336975,7.002338409423828,5.836395740509033,0.8760923147201538,0.9015183448791504,0.004552957208181388,2026-07-27 11:22:07
8,val,1.635423183441162,2.240964889526367,7.002338409423828,10.304703712463379,0.8760923147201538,0.9110080003738403,0.004345563222883916,2026-07-27 11:31:50
8,train,1.6366147994995117,2.240964889526367,7.0257487297058105,10.304703712463379,0.8794309496879578,0.9110080003738403,0.004345563222883916,2026-07-27 11:31:50
9,val,1.6366147994995117,1.780876874923706,7.0257487297058105,8.011884689331055,0.8794309496879578,0.9148038625717163,0.004083503936045799,2026-07-27 11:41:36
9,train,1.5629006624221802,1.780876874923706,6.714871406555176,8.011884689331055,0.887734055519104,0.9148038625717163,0.004083503936045799,2026-07-27 11:41:36
10,val,1.5629006624221802,1.490315318107605,6.714871406555176,6.296383857727051,0.887734055519104,0.8960354328155518,0.0037741425731099296,2026-07-27 11:51:23
10,train,1.5468896627426147,1.490315318107605,6.687845230102539,6.296383857727051,0.8919436931610107,0.8960354328155518,0.0037741425731099296,2026-07-27 11:51:23
11,val,1.5468896627426147,1.8449294567108154,6.687845230102539,8.497821807861328,0.8919436931610107,0.9272459149360657,0.003426171432243266,2026-07-27 12:01:41
11,train,1.4589266777038574,1.8449294567108154,6.302134037017822,8.497821807861328,0.8990564942359924,0.9272459149360657,0.003426171432243266,2026-07-27 12:01:41
12,val,1.4589266777038574,1.3310705423355103,6.302134037017822,5.908006191253662,0.8990564942359924,0.9320961833000183,0.0030493676520037907,2026-07-27 12:11:51
12,train,1.413619875907898,1.3310705423355103,6.14362907409668,5.908006191253662,0.9051241278648376,0.9320961833000183,0.0030493676520037907,2026-07-27 12:11:51
13,val,1.413619875907898,1.4559160470962524,6.14362907409668,6.383301734924316,0.9051241278648376,0.914592981338501,0.0026543184976440086,2026-07-27 12:22:11
13,train,1.385650396347046,1.4559160470962524,6.010553359985352,6.383301734924316,0.9070692658424377,0.914592981338501,0.0026543184976440086,2026-07-27 12:22:11
14,val,1.385650396347046,1.7143572568893433,6.010553359985352,7.629619598388672,0.9070692658424377,0.913327693939209,0.0022521238848344253,2026-07-27 12:32:23
14,train,1.3557379245758057,1.7143572568893433,5.891555309295654,7.629619598388672,0.9124981760978699,0.913327693939209,0.0022521238848344253,2026-07-27 12:32:23
15,val,1.3557379245758057,1.1460267305374146,5.891555309295654,5.048202037811279,0.9124981760978699,0.9327288269996643,0.0018540844991632736,2026-07-27 12:42:35
15,train,1.3152588605880737,1.1460267305374146,5.720495223999023,5.048202037811279,0.9137465357780457,0.9327288269996643,0.0018540844991632736,2026-07-27 12:42:35
16,val,1.3152588605880737,1.3518517017364502,5.720495223999023,6.11317253112793,0.9137465357780457,0.9388443827629089,0.001471384274492274,2026-07-27 12:52:53
16,train,1.2833285331726074,1.3518517017364502,5.602970123291016,6.11317253112793,0.9204819202423096,0.9388443827629089,0.001471384274492274,2026-07-27 12:52:53
17,val,1.2833285331726074,1.1564221382141113,5.602970123291016,5.117252349853516,0.9204819202423096,0.9339941143989563,0.0011147761517505503,2026-07-27 13:03:22
17,train,1.238823652267456,1.1564221382141113,5.431258678436279,5.117252349853516,0.9250399470329285,0.9339941143989563,0.0011147761517505503,2026-07-27 13:03:22
18,val,1.238823652267456,1.1129217147827148,5.431258678436279,4.937933444976807,0.9250399470329285,0.9413749575614929,0.000794279947576529,2026-07-27 13:13:48
18,train,1.1827881336212158,1.1129217147827148,5.198545932769775,4.937933444976807,0.9316881895065308,0.9413749575614929,0.000794279947576529,2026-07-27 13:13:48
19,val,1.1827881336212158,1.17975914478302,5.198545932769775,5.2770514488220215,0.9316881895065308,0.9436946511268616,0.0005189008219605238,2026-07-27 13:24:08
19,train,1.182491660118103,1.17975914478302,5.175394535064697,5.2770514488220215,0.92826247215271,0.9436946511268616,0.0005189008219605238,2026-07-27 13:24:08
20,val,1.182491660118103,1.1451342105865479,5.175394535064697,5.117183685302734,0.92826247215271,0.9422184824943542,0.0002963762552591449,2026-07-27 13:34:41
20,train,1.143983244895935,1.1451342105865479,5.009498119354248,5.117183685302734,0.9318333864212036,0.9422184824943542,0.0002963762552591449,2026-07-27 13:34:41
21,val,1.143983244895935,1.156570553779602,5.009498119354248,5.177717685699463,0.9318333864212036,0.9430620074272156,0.00013295864390899258,2026-07-27 13:45:12
21,train,1.1249557733535767,1.156570553779602,4.935662269592285,5.177717685699463,0.9334010481834412,0.9430620074272156,0.00013295864390899258,2026-07-27 13:45:12
22,val,1.1249557733535767,1.1600631475448608,4.935662269592285,5.1962690353393555,0.9334010481834412,0.9434837698936462,3.323962336870079e-05,2026-07-27 13:55:22
22,train,1.109925389289856,1.1600631475448608,4.888920783996582,5.1962690353393555,0.9369719624519348,0.9434837698936462,3.323962336870079e-05,2026-07-27 13:55:22
23,val,1.109925389289856,1.1562206745147705,4.888920783996582,5.175782680511475,0.9369719624519348,0.9443272948265076,1.93056e-08,2026-07-27 14:05:39
23,train,1.122387170791626,1.1562206745147705,4.938817501068115,5.175782680511475,0.9348816871643066,0.9443272948265076,1.93056e-08,2026-07-27 14:05:39
